ESC signal (µs),Thrust (kgf),Thrust (N),Norm RPM^2,RPM,Voltage (V),Current (A)
2000,52,509.60,100.00,4001,86.81,120.76
2000,52,509.60,100.00,4001,86.81,120.76
2000,52,509.60,100.00,4001,86.77,120.64
2000,52,509.60,100.00,4001,86.77,120.64
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.72,120.02
2000,52,509.60,100.00,4001,86.72,120.02
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.61,120.56
